Metabolite ID,Metabolites Names
_9197_1_g,SLC33A1
_2597_1_c,GAPDH
_26330_1_c,GAPDHS
_2618_1_c,GART
_2618_2_c,GART
_175_1_l,AGA
_2629_2_c,GBA
_2629_3_c,GBA
_2629_4_c,GBA
_2629_5_c,GBA
_2629_1_c,GBA
_275_1_m,AMT
_2731_1_m,GLDC
_2653_1_m,GCSH
_1738_1_m_2653_1_m_2731_1_m_275_1_m,DLD:GCSH:GLDC:AMT
_2651_1_g,GCNT2
_55343_1_c,SLC35C1
_8836_1[e],GGH
_8836_1_l,GGH
_79017_1_c,GGCT
_6470_1_c,SHMT1
_6470_2_c,SHMT1
_6472_1_m,SHMT2
_2717_1_l,GLA
_2990_1_l,GUSB
_4669_1_l,NAGLU
_1798_1_c,DPAGT1
_1798_2_c,DPAGT1
_159963_1_c,SLC5A12
_6526_1_c,SLC5A3
_125206_1_c,SLC5A10
_6524_1_c,SLC5A2
_2752_1_c,GLUL
_51557_1_c,LGSN
_2747_1_m,GLUD2
_2746_1_m,GLUD1
_2744_1_m,GLS
_27165_2_m,GLS2
_27165_1_m,GLS2
_5471_1_c,PPAT
_83733_1_c,SLC25A18
_79751_1_c,SLC25A22
_2639_1_m,GCDH
_2639_2_m,GCDH
_197257_1_c,LDHD
_197257_2_c,LDHD
_6539_1_c,SLC6A12
_51179_1_x,HAO2
_54363_1_x,HAO1
_51179_2_x,HAO2
_3029_1_c,HAGH
_84264_2_c,HAGHL
_84264_1_c,HAGHL
_6536_1_c,SLC6A9
_6536_2_c,SLC6A9
_2762_1_c,GMDS
_2766_1_c,GMPR
_51292_1_c,GMPR2
_51292_3_c,GMPR2
_51292_2_c,GMPR2
_284098_1_c,PIGW
_80055_1_r,PGAP1
_93183_1_r,PIGM
_54965_1_r,PIGX
_54965_1_r_93183_1_r,PIGX:PIGM
_2936_1_c,GSR
_2936_1_m,GSR
_7001_3_c,PRDX2
_5052_3_c,PRDX1
_2877_1_c,GPX2
_2876_2_c,GPX1
_5052_2_c,PRDX1
_2876_1_c,GPX1
_5052_1_c,PRDX1
_7001_1_c,PRDX2
_2879_1_c,GPX4
_7001_2_c,PRDX2
_10935_1_m,PRDX3
_10935_2_m,PRDX3
_2879_1_m,GPX4
_2679_1_c,GGT3P
_2678_1_c,GGT1
_2678_3_c,GGT1
_2678_2_c,GGT1
_2977_1_c,GUCY1A2
_2983_1_c,GUCY1B3
_2977_1_c_2983_1_c,GUCY1A2:GUCY1B3
_4882_2_c,NPR2
_2982_1_c,GUCY1A3
_2974_1_c,GUCY1B2
_2974_1_c_2982_1_c,GUCY1B2:GUCY1A3
_2986_1_c,GUCY2F
_4882_1_c,NPR2
_2984_1_c,GUCY2C
_4881_1_c,NPR1
_2974_1_c_2977_1_c,GUCY1B2:GUCY1A2
_3000_1_c,GUCY2D
_2982_1_c_2983_1_c,GUCY1A3:GUCY1B3
_3251_1_c,HPRT1
_761_1_c,CA3
_771_1_c,CA12
_377677_1_c,CA13
_762_1_c,CA4
_766_2_c,CA7
_23632_1_c,CA14
_766_1_c,CA7
_771_2_c,CA12
_759_1_c,CA1
_768_1_c,CA9
_760_1_c,CA2
_55650_1_r,PIGV
_343_1_c,AQP8
_23556_1_r,PIGN
_23556_2_r,PIGN
_84720_2_r,PIGO
_5281_1_r,PIGF
_5281_1_r_84720_2_r,PIGF:PIGO
_84720_1_r,PIGO
_5281_2_r,PIGF
_5281_2_r_84720_1_r,PIGF:PIGO
_5281_1_r_84720_1_r,PIGF:PIGO
_5281_2_r_84720_2_r,PIGF:PIGO
_54872_1_r,PIGG
_5281_1_r_54872_1_r,PIGF:PIGG
_5281_2_r_54872_1_r,PIGF:PIGG
_10026_1_r,PIGK
_8733_1_r,GPAA1
_128869_1_r,PIGU
_94005_1_r,PIGS
_51604_1_r,PIGT
_10026_1_r_128869_1_r_51604_1_r_8733_1_r_94005_1_r,PIGK:PIGU:PIGT:GPAA1:PIGS
_3028_1_m,HSD17B10
_3033_1_m,HADH
_3038_2_c,HAS3
_3036_1_c,HAS1
_3038_1_c,HAS3
_3037_1_c,HAS2
_27235_1_m,COQ2
_6522_1_c,SLC4A2
_83697_1_c,SLC4A9
_6521_1_c,SLC4A1
_6508_2_c,SLC4A3
_6508_1_c,SLC4A3
_3098_3_c,HK1
_80201_1_c,HKDC1
_2645_3_c,GCK
_3098_4_c,HK1
_3099_1_c,HK2
_2645_2_c,GCK
_3098_5_c,HK1
_2645_1_c,GCK
_3098_1_c,HK1
_3101_1_c,HK3
_3098_2_c,HK1
_3081_1_c,HGD
_11112_1_m,HIBADH
_3034_1_c,HAL
_3067_1_c,HDC
_8942_1_c,KYNU
_3157_1_c,HMGCS1
_3157_2_c,HMGCS1
_3155_1_m,HMGCL
_54511_1_m,HMGCLL1
_3162_1_c,HMOX1
_3163_1_c,HMOX2
_9380_1_c,GRHPR
_6448_1_l,SGSH
_3290_2_r,HSD11B1
_3290_1_r,HSD11B1
_3291_1_r,HSD11B2
_3294_1_r,HSD17B2
_1109_1_r,AKR1C4
_3283_1_c,HSD3B1
_3284_1_r,HSD3B2
_80270_1_r,HSD3B7
_3418_1_m,IDH2
_3425_1_l,IDUA
_587_1_m,BCAT2
_8501_1_c,SLC43A1
_124935_1_c,SLC43A2
_9153_1_c,SLC28A2
_64078_1_c,SLC28A3
_114134_1_c,SLC2A13
_3422_1_x,IDI1
_91734_1_x,IDI2
_160728_1_c,SLC5A8
_8802_1_m,SUCLG1
_8801_1_m,SUCLG2
_8801_1_m_8802_1_m,SUCLG2:SUCLG1
_8803_1_m,SUCLA2
_8802_1_m_8803_1_m,SUCLG1:SUCLA2
_6560_1_c,SLC12A4
_10723_1_c,SLC12A7
_9990_1_c,SLC12A6
_57468_1_c,SLC12A5
_3795_1_c,KHK
_3795_2_c,KHK
_3938_1[e],LCT
_53_1_l,ACP2
_3931_1[e],LCAT
_586_1_c,BCAT1
_2739_1_c,GLO1
_4047_1_r,LSS
_5321_1_c,PLA2G4A
_1178_1_c,CLC
_29124_1_c,LGALS13
_51268_1_x,PIPOX
_50487_1[e],PLA2G3
_6309_1_r,SC5DL
_4048_1_c,LTA4H
_4124_1_g,MAN2A1
_4122_1_g,MAN2A2
_4245_1_g,MGAT1
_4247_1_g,MGAT2
_2954_1_c,GSTZ1
_2954_3_c,GSTZ1
_2954_2_c,GSTZ1
_8972_1[e],MGAM
_29926_2_c,GMPPA
_29926_1_c,GMPPA
_29925_2_c,GMPPB
_29925_1_c,GMPPB
_4351_1_c,MPI
_56922_1_m,MCCC1
_64087_1_m,MCCC2
_56922_1_m_64087_1_m,MCCC1:MCCC2
_4191_1_m,MDH2
_4200_1_m,ME2
_10873_1_m,ME3
_1557_1_c,CYP2C19
_1543_1_c,CYP1A1
_1545_1_c,CYP1B1
_1544_1_c,CYP1A2
_7841_1_r,MOGS
_3635_1_c,INPP5D
_8867_2_c,SYNJ1
_3636_1_c,INPPL1
_27124_2_c,INPP5J
_8867_1_c,SYNJ1
_27124_1_c,INPP5J
_3633_1_c,INPP5B
_56623_1_c,INPP5E
_3632_1_c,INPP5A
_3628_1_c,INPP1
_3706_1_c,ITPKA
_80271_1_c,ITPKC
_3707_1_c,ITPKB
_3612_1_c,IMPA1
_3613_1_c,IMPA2
_51477_1_c,ISYNA1
_3631_2_c,INPP4A
_3631_1_c,INPP4A
_8821_1_c,INPP4B
_4121_1_g,MAN1A1
_57134_1_g,MAN1C1
_10905_1_g,MAN1A2
_11253_1_r,MAN1B1
_84693_1_m,MCEE
_4594_1_m,MUT
_4329_1_m,ALDH6A1
_100287639_1_c,_100287639_1_c
_441024_1_c,MTHFD2L
_25902_1_m,MTHFD1L
_10797_1_m,MTHFD2
_56913_1_g,C1GALT1
_443_1_c,ASPA
_91703_1_c,ACY3
_4668_1_l,NAGA
_9498_1_c,SLC4A8
_57282_1_c,SLC4A10
_6528_1_c,SLC5A5
_481_1_c,ATP1B1
_478_1_c,ATP1A3
_478_1_c_481_1_c,ATP1A3:ATP1B1
_477_1_c,ATP1A2
_23439_1_c,ATP1B4
_23439_1_c_477_1_c,ATP1B4:ATP1A2
_483_1_c,ATP1B3
_476_1_c,ATP1A1
_476_1_c_483_1_c,ATP1A1:ATP1B3
_480_1_c,ATP1A4
_480_1_c_481_1_c,ATP1A4:ATP1B1
_482_1_c,ATP1B2
_478_1_c_482_1_c,ATP1A3:ATP1B2
_476_1_c_482_1_c,ATP1A1:ATP1B2
_477_1_c_482_1_c,ATP1A2:ATP1B2
_476_1_c_481_1_c,ATP1A1:ATP1B1
_23439_1_c_476_1_c,ATP1B4:ATP1A1
_23439_1_c_480_1_c,ATP1B4:ATP1A4
_477_1_c_481_1_c,ATP1A2:ATP1B1
_389015_1_c,SLC9A4
_6548_1_c,SLC9A1
_6550_1_c,SLC9A3
_6549_1_c,SLC9A2
_6553_1_c,SLC9A5
_123041_2_c,SLC24A4
_57419_1_c,SLC24A3
_9187_1_c,SLC24A1
_123041_3_c,SLC24A4
_25769_1_c,SLC24A2
_123041_1_c,SLC24A4
_124583_1[e],CANT1
_9583_1_g,ENTPD4
_4832_1_c,NME3
_10201_1_c,NME6
_4831_1_c,NME2
_4830_1_c,NME1
_4830_1_c_4831_1_c,NME1:NME2
_29922_2_c,NME7
_4830_2_c,NME1
_4830_2_c_4831_1_c,NME1:NME2
_29922_1_c,NME7
_4831_1_n,NME2
_4830_1_n,NME1
_4830_1_n_4831_1_n,NME1:NME2
_4830_2_n,NME1
_4830_2_n_4831_1_n,NME1:NME2
_4833_1_m,NME4
_57127_1_c,RHBG
_6005_1_c,RHAG
_64802_1_n,NMNAT1
_5409_1_c,PNMT
_30833_1_c,NT5C
_93034_1_c,NT5C1B
_93034_2_c,NT5C1B
_22978_1_c,NT5C2
_6476_1[e],SI
_5009_1_m,OTC
_5019_1_m,OXCT1
_64064_1_m,OXCT2
_7372_1_c,UMPS
_4942_1_m,OAT
_1583_1_m,CYP11A1
_1545_1_r,CYP1B1
_1593_1_m,CYP27A1
_1558_1_c,CYP2C8
_1558_2_c,CYP2C8
_1559_1_c,CYP2C9
_1581_1_r,CYP7A1
_1582_1_r,CYP8B1
_5831_1_m,PYCR1
_5831_2_m,PYCR1
_7941_1[e],PLA2G7
_347734_1_c,SLC35B2
_5338_1_c,PLD2
_5337_1_m,PLD1
_130013_1_c,ACMSD
_5091_1_m,PC
_5091_2_m,PC
_5244_1_c,ABCB4
_5244_3_c,ABCB4
_5244_2_c,ABCB4
_5139_1_c,PDE3A
_5142_1_c,PDE4B
_5151_3_c,PDE8A
_5153_1_c,PDE1B
_5150_2_c,PDE7A
_5143_1_c,PDE4C
_5150_1_c,PDE7A
_5137_1_c,PDE1C
_5144_1_c,PDE4D
_5136_2_c,PDE1A
_5140_2_c,PDE3B
_5151_2_c,PDE8A
_10846_1_c,PDE10A
_5151_5_c,PDE8A
_5140_1_c,PDE3B
_5141_1_c,PDE4A
_5138_1_c,PDE2A
_5136_1_c,PDE1A
_5151_4_c,PDE8A
_5151_1_c,PDE8A
_27115_1_c,PDE7B
_50940_1_c,PDE11A
_8622_1_c,PDE8B
_5146_1_c,PDE6C
_5152_17_c,PDE9A
_5152_6_c,PDE9A
_5152_11_c,PDE9A
_5152_2_c,PDE9A
_8654_2_c,PDE5A
_5152_10_c,PDE9A
_5145_1_c,PDE6A
_5158_1_c,PDE6B
_5149_1_c,PDE6H
_5145_1_c_5149_1_c_5158_1_c,PDE6A:PDE6H:PDE6B
_5152_12_c,PDE9A
_5152_15_c,PDE9A
_5152_5_c,PDE9A
_5152_20_c,PDE9A
_5152_19_c,PDE9A
_5152_16_c,PDE9A
_8654_3_c,PDE5A
_5152_14_c,PDE9A
_5152_13_c,PDE9A
_5152_7_c,PDE9A
_5152_3_c,PDE9A
_8654_1_c,PDE5A
_5152_18_c,PDE9A
_5147_1_c,PDE6D
_5148_1_c,PDE6G
_5145_1_c_5146_1_c_5147_1_c_5148_1_c_5158_1_c,PDE6A:PDE6C:PDE6D:PDE6G:PDE6B
_5152_4_c,PDE9A
_55163_1_c,PNPO
_5106_1_m,PCK2
_8310_1_x,ACOX3
_1962_1_x_30_1_x_3295_1_x_8310_1_x,EHHADH:ACAA1:HSD17B4:ACOX3
_5833_1_c,PCYT2
_10400_2_m,PEMT
_10400_1_m,PEMT
_10400_3_m,PEMT
_26227_1_c,PHGDH
_5730_1_c,PTGDS
_27306_1_c,HPGDS
_2821_1_c,GPI
_5740_1_r,PTGIS
_5230_1_c,PGK1
_375056_1_c,MIA3
_5232_1_c,PGK2
_113235_1_c,SLC46A1
_5264_1_x,PHYH
_5728_1_c,PTEN
_8871_1_c,SYNJ2
_8394_1_c,PIP5K1A
_23396_1_c,PIP5K1C
_8395_1_c,PIP5K1B
_5291_1_c,PIK3CB
_5295_3_c,PIK3R1
_5291_1_c_5295_3_c,PIK3CB:PIK3R1
_5293_1_c,PIK3CD
_8503_1_c,PIK3R3
_5293_1_c_8503_1_c,PIK3CD:PIK3R3
_5296_1_c,PIK3R2
_5290_1_c,PIK3CA
_5290_1_c_5296_1_c,PIK3CA:PIK3R2
_5295_1_c,PIK3R1
_5293_1_c_5295_1_c,PIK3CD:PIK3R1
_5293_1_c_5295_3_c,PIK3CD:PIK3R1
_5291_1_c_5295_1_c,PIK3CB:PIK3R1
_5291_1_c_5296_1_c,PIK3CB:PIK3R2
_5295_2_c,PIK3R1
_5290_1_c_5295_2_c,PIK3CA:PIK3R1
_10870_1_c,HCST
_5294_1_c,PIK3CG
_10870_1_c_5294_1_c,HCST:PIK3CG
_23533_1_c,PIK3R5
_23533_1_c_5294_1_c,PIK3R5:PIK3CG
_5293_1_c_5295_2_c,PIK3CD:PIK3R1
_5290_1_c_5295_1_c,PIK3CA:PIK3R1
_5290_1_c_8503_1_c,PIK3CA:PIK3R3
_5290_1_c_5295_3_c,PIK3CA:PIK3R1
_5291_1_c_8503_1_c,PIK3CB:PIK3R3
_5293_1_c_5296_1_c,PIK3CD:PIK3R2
_5291_1_c_5295_2_c,PIK3CB:PIK3R1
_4952_1_c,OCRL
_4952_2_c,OCRL
_23236_2_c,PLCB1
_5336_1_c,PLCG2
_9651_1_c,PLCH2
_113026_1_c,PLCD3
_89869_1_c,PLCZ1
_84812_1_c,PLCD4
_5330_1_c,PLCB2
_5335_1_c,PLCG1
_51196_1_c,PLCE1
_5333_1_c,PLCD1
_5332_2_c,PLCB4
_5331_1_c,PLCB3
_5335_2_c,PLCG1
_5334_1_c,PLCL1
_5332_1_c,PLCB4
_257068_1_c,PLCXD2
_23236_1_c,PLCB1
_23007_1_c,PLCH1
_5287_1_c,PIK3C2B
_5286_1_c,PIK3C2A
_5288_1_c,PIK3C2G
_23236_2_n,PLCB1
_23236_1_n,PLCB1
_5289_1_c,PIK3C3
_5297_1_c,PI4KA
_55361_1_c,PI4K2A
_5298_1_c,PI4KB
_5279_1_c,PIGC
_51227_2_c,PIGP
_5283_1_c,PIGH
_5277_2_c,PIGA
_9091_1_c,PIGQ
_8818_1_c,DPM2
_51227_2_c_5277_2_c_5279_1_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c,PIGP
_9091_2_c,PIGQ
_5277_3_c,PIGA
_5279_2_c,PIGC
_51227_1_c_5277_3_c_5279_2_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_5277_1_c,PIGA
_8818_2_c,DPM2
_51227_2_c_5277_1_c_5279_2_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c,PIGP
_51227_3_c_5277_3_c_5279_2_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_1_c_5279_1_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_1_c_5279_2_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_1_c_5279_2_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_3_c_5279_2_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_1_c_5279_2_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_2_c_5279_2_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_3_c_5279_1_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_1_c_5279_2_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_3_c_5279_1_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_3_c_5279_2_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_1_c_5279_2_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_1_c_5279_1_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_2_c_5279_1_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_2_c_5279_1_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_1_c_5279_1_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_2_c_5279_2_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_3_c_5279_2_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_2_c_5279_1_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_2_c_5279_2_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_2_c_5279_1_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_3_c_5279_2_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_3_c_5279_1_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_2_c_5279_2_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_1_c_5279_1_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_1_c_5279_1_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_3_c_5279_1_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_3_c_5279_1_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_3_c_5279_1_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_3_c_5279_2_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_2_c_5279_2_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_1_c_5279_2_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_3_c_5279_2_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_3_c_5279_1_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_3_c_5279_2_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_3_c_5279_2_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_3_c_5279_2_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_3_c_5279_1_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_1_c_5279_2_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_3_c_5279_1_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_2_c_5279_1_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_1_c_5279_2_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_2_c_5279_1_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_2_c_5279_2_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_1_c_5279_1_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_3_c_5279_1_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_3_c_5279_2_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_2_c_5279_2_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_1_c_5279_2_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_3_c_5279_1_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_1_c_5279_2_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_2_c_5279_2_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_2_c_5279_2_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_1_c_5279_2_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_1_c_5279_1_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_1_c_5279_1_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_3_c_5279_1_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_2_c_5279_1_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_1_c_5279_1_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_2_c_5279_2_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_2_c_5279_2_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_1_c_5279_1_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_2_c_5279_1_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_1_c_5279_1_c_5283_1_c_8818_1_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_2_c_5277_2_c_5279_1_c_5283_1_c_8818_1_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_3_c_5277_2_c_5279_1_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_2_c_5279_2_c_5283_1_c_8818_2_c_9091_2_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_51227_1_c_5277_1_c_5279_1_c_5283_1_c_8818_2_c_9091_1_c,PIGP:PIGA:PIGC:PIGH:DPM2:PIGQ
_10050_1_c,SLC17A4
_10786_1_c,SLC17A3
_10246_1_c,SLC17A2
_6568_1_c,SLC17A1
_6569_1_c,SLC34A1
_10568_1_c,SLC34A2
_2544_1_c,_2544_1_c
_8398_1_c,PLA2G6
_5320_1_c,PLA2G2A
_8398_2_c,PLA2G6
_5322_1[e],PLA2G5
_5319_1[e],PLA2G1B
_81579_1[e],PLA2G12A
_64600_1[e],PLA2G2F
_26279_1[e],PLA2G2D
_5320_1[e],PLA2G2A
_8399_1[e],PLA2G10
_30814_1[e],PLA2G2E
_5372_1_c,PMM1
_55276_1_c,PGM2
_5373_1_c,PMM2
_79646_1_c,PANK3
_80025_2_c,PANK2
_53354_1_c,PANK1
_53354_3_c,PANK1
_80025_1_c,PANK2
_53354_2_c,PANK1
_80025_3_c,PANK2
_80025_4_c,PANK2
_55229_1_c,PANK4
_5464_1_c,PPA1
_27068_4_m,PPA2
_27068_1_m,PPA2
_27068_3_m,PPA2
_27068_2_m,PPA2
_60490_1_c,PPCDC
_5096_1_m,PCCB
_5095_1_m,PCCA
_5095_1_m_5096_1_m,PCCA:PCCB
_5198_1_c,PFAS
_6820_2_c,SULT2B1
_5625_1_m,PRODH
_6578_1_c,SLCO2A1
_28231_1_c,SLCO4A1
_28232_1_c,SLCO3A1
_6580_1_c,SLC22A1
_221823_2_c,PRPS1L1
_5631_1_c,PRPS1
_221823_1_c,PRPS1L1
_5634_1_c,PRPS2
_23761_1_m,PISD
_29968_1_c,PSAT1
_29968_2_c,PSAT1
_10396_1_c,ATP8A1
_57194_1_c,ATP10A
_8781_1_c,_8781_1_c
_5723_1_c,PSPH
_9791_1_c,PTDSS1
_10965_1_x,ACOT2
_8566_1_c,PDXK
_5315_2_c,PKM2
_5313_2_c,PKLR
_5315_3_c,PKM2
_5313_1_c,PKLR
_113452_1_c,TMEM54
_5315_1_c,PKM2
_7378_2_c,UPP1
_7378_1_c,UPP1
_55312_1_c,RFK
_5959_1_c,RDH5
_8608_1_c,RDH16
_112724_1_c,RDH13
_145226_1_c,RDH12
_51109_1_c,RDH11
_57665_1_c,RDH14
